HTAG,B365H,HomeTeam,HTHG,FTHG,B365D,HTR,FTR,AwayTeam,FTAG,Date,B365A
0,2.0,Girona,1,3,3.0,H,H,Athletic Bilbao,0,2026-03-14,3.0
0,2.0,Atletico Madrid,0,1,3.0,D,H,Getafe,0,2026-03-14,3.0
0,2.0,Real Oviedo,0,1,3.0,D,H,Valencia,0,2026-03-14,3.0
0,2.0,Real Madrid,2,4,3.0,H,H,Elche,1,2026-03-14,3.0
0,2.0,Mallorca,1,2,3.0,H,H,Espanyol,1,2026-03-15,3.0
1,2.0,Barcelona,2,5,3.0,H,H,Siviglia,2,2026-03-15,3.0
0,2.0,Betis,0,1,3.0,D,D,Celta Vigo,1,2026-03-15,3.0
0,2.0,Real Sociedad,1,3,3.0,H,H,Osasuna,1,2026-03-15,3.0
0,2.0,Rayo Vallecano,0,1,3.0,D,D,Levante,1,2026-03-16,3.0
0,2.0,Villarreal,1,3,3.0,H,H,Real Sociedad,1,2026-03-20,3.0
0,2.0,Girona,0,1,3.0,D,H,Villarreal,0,2026-04-06,3.0
1,2.0,Eintracht Francoforte,1,3,3.0,D,D,Dortmund,3,2026-01-09,3.0
0,2.0,Friburgo,1,2,3.0,H,H,Amburgo,1,2026-01-10,3.0
1,2.0,Union Berlin,1,2,3.0,D,D,Mainz,2,2026-01-10,3.0
1,2.0,Heidenheim,1,2,3.0,D,D,Koln,2,2026-01-10,3.0
2,2.0,Leverkusen,0,1,3.0,A,A,Stoccarda,4,2026-01-10,3.0
0,2.0,Gladbach,2,4,3.0,H,H,Augsburg,0,2026-01-11,3.0
0,2.0,Bayern Monaco,4,8,3.0,H,H,Wolfsburg,1,2026-01-11,3.0
1,2.0,Stoccarda,1,3,3.0,D,H,Eintracht Francoforte,2,2026-01-13,3.0
0,2.0,Dortmund,1,3,3.0,H,H,Werder Bremen,0,2026-01-13,3.0
0,2.0,Mainz,1,2,3.0,H,H,Heidenheim,1,2026-01-13,3.0
0,2.0,Wolfsburg,1,2,3.0,H,H,Pauli,1,2026-01-14,3.0
0,2.0,Lipsia,1,2,3.0,H,H,Friburgo,0,2026-01-14,3.0
0,2.0,Hoffenheim,2,5,3.0,H,H,Gladbach,1,2026-01-14,3.0
1,2.0,Koln,0,1,3.0,A,A,Bayern Monaco,3,2026-01-14,3.0
0,2.0,Augsburg,0,1,3.0,D,D,Union Berlin,1,2026-01-15,3.0
1,2.0,Werder Bremen,1,3,3.0,D,D,Eintracht Francoforte,3,2026-01-16,3.0
0,2.0,Hoffenheim,0,1,3.0,D,H,Leverkusen,0,2026-01-17,3.0
0,2.0,Koln,1,2,3.0,H,H,Mainz,1,2026-01-17,3.0
0,2.0,Amburgo,0,0,3.0,D,D,Gladbach,0,2026-01-17,3.0
1,2.0,Dortmund,1,3,3.0,D,H,Pauli,2,2026-01-17,3.0
0,2.0,Wolfsburg,0,1,3.0,D,D,Heidenheim,1,2026-01-17,3.0
2,2.0,Lipsia,0,1,3.0,A,A,Bayern Monaco,5,2026-01-17,3.0
0,2.0,Stoccarda,0,1,3.0,D,D,Union Berlin,1,2026-01-18,3.0
1,2.0,Augsburg,1,2,3.0,D,D,Friburgo,2,2026-01-18,3.0
0,2.0,Pauli,0,0,3.0,D,D,Amburgo,0,2026-01-23,3.0
1,2.0,Heidenheim,0,0,3.0,A,A,Lipsia,3,2026-01-24,3.0
0,2.0,Leverkusen,0,1,3.0,D,H,Werder Bremen,0,2026-01-24,3.0
0,2.0,Mainz,1,3,3.0,H,H,Wolfsburg,1,2026-01-24,3.0
1,2.0,Bayern Monaco,0,1,3.0,A,A,Augsburg,2,2026-01-24,3.0
1,2.0,Eintracht Francoforte,0,1,3.0,A,A,Hoffenheim,3,2026-01-24,3.0
1,2.0,Union Berlin,0,0,3.0,A,A,Dortmund,3,2026-01-24,3.0
1,2.0,Gladbach,0,0,3.0,A,A,Stoccarda,3,2026-01-25,3.0
0,2.0,Friburgo,1,2,3.0,H,H,Koln,1,2026-01-25,3.0
1,2.0,Werder Bremen,0,0,3.0,A,A,Hoffenheim,2,2026-01-27,3.0
0,2.0,Pauli,0,1,3.0,D,D,Lipsia,1,2026-01-27,3.0
0,2.0,Koln,0,1,3.0,D,H,Wolfsburg,0,2026-01-30,3.0
1,2.0,Eintracht Francoforte,0,1,3.0,A,A,Leverkusen,3,2026-01-31,3.0
1,2.0,Lipsia,0,1,3.0,A,A,Mainz,2,2026-01-31,3.0
0,2.0,Werder Bremen,0,1,3.0,D,D,Gladbach,1,2026-01-31,3.0
0,2.0,Hoffenheim,1,3,3.0,H,H,Union Berlin,1,2026-01-31,3.0
0,2.0,Augsburg,1,2,3.0,H,H,Pauli,1,2026-01-31,3.0
1,2.0,Amburgo,1,2,3.0,D,D,Bayern Monaco,2,2026-01-31,3.0
0,2.0,Stoccarda,0,1,3.0,D,H,Friburgo,0,2026-02-01,3.0
1,2.0,Dortmund,1,3,3.0,D,H,Heidenheim,2,2026-02-01,3.0
0,2.0,Union Berlin,0,1,3.0,D,D,Eintracht Francoforte,1,2026-02-06,3.0
1,2.0,Wolfsburg,0,1,3.0,A,A,Dortmund,2,2026-02-07,3.0
0,2.0,Friburgo,0,1,3.0,D,H,Werder Bremen,0,2026-02-07,3.0
0,2.0,Pauli,1,2,3.0,H,H,Stoccarda,1,2026-02-07,3.0
0,2.0,Mainz,1,2,3.0,H,H,Augsburg,0,2026-02-07,3.0
1,2.0,Heidenheim,0,0,3.0,A,A,Amburgo,2,2026-02-07,3.0
0,2.0,Gladbach,0,1,3.0,D,D,Leverkusen,1,2026-02-07,3.0
1,2.0,Koln,0,1,3.0,A,A,Lipsia,2,2026-02-08,3.0
0,2.0,Bayern Monaco,2,5,3.0,H,H,Hoffenheim,1,2026-02-08,3.0
0,2.0,Dortmund,2,4,3.0,H,H,Mainz,0,2026-02-13,3.0
1,2.0,Werder Bremen,0,0,3.0,A,A,Bayern Monaco,3,2026-02-14,3.0
0,2.0,Hoffenheim,1,3,3.0,H,H,Friburgo,0,2026-02-14,3.0
0,2.0,Eintracht Francoforte,1,3,3.0,H,H,Gladbach,0,2026-02-14,3.0
1,2.0,Amburgo,1,3,3.0,D,H,Union Berlin,2,2026-02-14,3.0
0,2.0,Leverkusen,2,4,3.0,H,H,Pauli,0,2026-02-14,3.0
0,2.0,Stoccarda,1,3,3.0,H,H,Koln,1,2026-02-14,3.0
0,2.0,Augsburg,0,1,3.0,D,H,Heidenheim,0,2026-02-15,3.0
1,2.0,Lipsia,1,2,3.0,D,D,Wolfsburg,2,2026-02-15,3.0
0,2.0,Mainz,0,1,3.0,D,D,Amburgo,1,2026-02-20,3.0
0,2.0,Union Berlin,0,1,3.0,D,H,Leverkusen,0,2026-02-21,3.0
1,2.0,Bayern Monaco,1,3,3.0,D,H,Eintracht Francoforte,2,2026-02-21,3.0
1,2.0,Wolfsburg,1,2,3.0,D,A,Augsburg,3,2026-02-21,3.0
1,2.0,Koln,1,2,3.0,D,D,Hoffenheim,2,2026-02-21,3.0
1,2.0,Lipsia,1,2,3.0,D,D,Dortmund,2,2026-02-21,3.0
0,2.0,Friburgo,1,2,3.0,H,H,Gladbach,1,2026-02-22,3.0
0,2.0,Pauli,1,2,3.0,H,H,Werder Bremen,1,2026-02-22,3.0
1,2.0,Heidenheim,1,3,3.0,D,D,Stoccarda,3,2026-02-22,3.0
0,2.0,Augsburg,1,2,3.0,H,H,Koln,0,2026-02-27,3.0
0,2.0,Leverkusen,0,1,3.0,D,D,Mainz,1,2026-02-28,3.0
0,2.0,Gladbach,0,1,3.0,D,H,Union Berlin,0,2026-02-28,3.0
0,2.0,Hoffenheim,0,0,3.0,D,A,Pauli,1,2026-02-28,3.0
0,2.0,Werder Bremen,1,2,3.0,H,H,Heidenheim,0,2026-02-28,3.0
1,2.0,Dortmund,1,2,3.0,D,A,Bayern Monaco,3,2026-02-28,3.0
0,2.0,Stoccarda,2,4,3.0,H,H,Wolfsburg,0,2026-03-01,3.0
0,2.0,Eintracht Francoforte,1,2,3.0,H,H,Friburgo,0,2026-03-01,3.0
1,2.0,Amburgo,0,1,3.0,A,A,Lipsia,2,2026-03-01,3.0
0,2.0,Amburgo,0,0,3.0,D,A,Leverkusen,1,2026-03-04,3.0
0,2.0,Bayern Monaco,2,4,3.0,H,H,Gladbach,1,2026-03-06,3.0
1,2.0,Friburgo,1,3,3.0,D,D,Leverkusen,3,2026-03-07,3.0
1,2.0,Mainz,1,2,3.0,D,D,Stoccarda,2,2026-03-07,3.0
0,2.0,Lipsia,1,2,3.0,H,H,Augsburg,1,2026-03-07,3.0
2,2.0,Heidenheim,1,2,3.0,A,A,Hoffenheim,4,2026-03-07,3.0
1,2.0,Wolfsburg,0,1,3.0,A,A,Amburgo,2,2026-03-07,3.0
1,2.0,Koln,0,1,3.0,A,A,Dortmund,2,2026-03-07,3.0
0,2.0,Pauli,0,0,3.0,D,D,Eintracht Francoforte,0,2026-03-08,3.0
2,2.0,Union Berlin,0,1,3.0,A,A,Werder Bremen,4,2026-03-08,3.0
0,2.0,Gladbach,1,2,3.0,H,H,Pauli,0,2026-03-13,3.0
0,2.0,Leverkusen,0,1,3.0,D,D,Bayern Monaco,1,2026-03-14,3.0
0,2.0,Hoffenheim,0,1,3.0,D,D,Wolfsburg,1,2026-03-14,3.0
0,2.0,Dortmund,1,2,3.0,H,H,Augsburg,0,2026-03-14,3.0
0,2.0,Eintracht Francoforte,0,1,3.0,D,H,Heidenheim,0,2026-03-14,3.0
0,2.0,Amburgo,0,1,3.0,D,D,Koln,1,2026-03-14,3.0
1,2.0,Werder Bremen,0,0,3.0,A,A,Mainz,2,2026-03-15,3.0
0,2.0,Friburgo,0,0,3.0,D,A,Union Berlin,1,2026-03-15,3.0
0,2.0,Stoccarda,0,1,3.0,D,H,Lipsia,0,2026-03-15,3.0
0,2.0,Lipsia,2,5,3.0,H,H,Hoffenheim,0,2026-03-20,3.0
1,2.0,Koln,1,3,3.0,D,D,Gladbach,3,2026-03-21,3.0
0,2.0,Bayern Monaco,2,4,3.0,H,H,Union Berlin,0,2026-03-21,3.0
1,2.0,Friburgo,1,2,3.0,D,A,Bayern Monaco,3,2026-04-04,3.0
1,2.0,Gladbach,1,2,3.0,D,D,Heidenheim,2,2026-04-04,3.0
0,2.0,Union Berlin,0,1,3.0,D,D,Pauli,1,2026-04-05,3.0
1,2.0,Eintracht Francoforte,1,2,3.0,D,D,Koln,2,2026-04-05,3.0
1,2.0,Monaco,0,1,3.0,A,A,Lorient,3,2026-01-16,3.0
0,2.0,PSG,1,3,3.0,H,H,Lille,0,2026-01-16,3.0
0,2.0,Lens,0,1,3.0,D,H,Auxerre,0,2026-01-17,3.0
0,2.0,Toulouse,2,5,3.0,H,H,Nizza,1,2026-01-17,3.0
2,2.0,Angers,1,2,3.0,A,A,Marsiglia,5,2026-01-17,3.0
0,2.0,Strasbourg,1,2,3.0,H,H,Metz,1,2026-01-18,3.0
1,2.0,Nantes,0,1,3.0,A,A,Paris FC,2,2026-01-18,3.0
0,2.0,Rennes,0,1,3.0,D,D,Le Havre,1,2026-01-18,3.0
0,2.0,Lione,1,2,3.0,H,H,Brest,1,2026-01-18,3.0
0,2.0,Auxerre,0,0,3.0,D,A,PSG,1,2026-01-23,3.0
1,2.0,Rennes,0,0,3.0,A,A,Lorient,2,2026-01-24,3.0
0,2.0,Le Havre,0,0,3.0,D,D,Monaco,0,2026-01-24,3.0
0,2.0,Marsiglia,1,3,3.0,H,H,Lens,1,2026-01-24,3.0
2,2.0,Nantes,0,1,3.0,A,A,Nizza,4,2026-01-25,3.0
2,2.0,Metz,1,2,3.0,A,A,Lione,5,2026-01-25,3.0
0,2.0,Paris FC,0,0,3.0,D,D,Angers,0,2026-01-25,3.0
1,2.0,Brest,0,0,3.0,A,A,Toulouse,2,2026-01-25,3.0
2,2.0,Lille,0,1,3.0,A,A,Strasbourg,4,2026-01-25,3.0
0,2.0,Lens,0,1,3.0,D,H,Le Havre,0,2026-01-30,3.0
1,2.0,Paris FC,1,2,3.0,D,D,Marsiglia,2,2026-01-31,3.0
0,2.0,Lorient,1,2,3.0,H,H,Nantes,1,2026-01-31,3.0
0,2.0,Monaco,2,4,3.0,H,H,Rennes,0,2026-01-31,3.0
0,2.0,Lione,0,1,3.0,D,H,Lille,0,2026-02-01,3.0
0,2.0,Toulouse,0,0,3.0,D,D,Auxerre,0,2026-02-01,3.0
1,2.0,Nizza,1,2,3.0,D,D,Brest,2,2026-02-01,3.0
0,2.0,Angers,0,1,3.0,D,H,Metz,0,2026-02-01,3.0
1,2.0,Strasbourg,0,1,3.0,A,A,PSG,2,2026-02-01,3.0
0,2.0,Metz,0,0,3.0,D,D,Lille,0,2026-02-06,3.0
0,2.0,Lens,1,3,3.0,H,H,Rennes,1,2026-02-07,3.0
0,2.0,Brest,1,2,3.0,H,H,Lorient,0,2026-02-07,3.0
0,2.0,Nantes,0,0,3.0,D,A,Lione,1,2026-02-07,3.0
0,2.0,Nizza,0,0,3.0,D,D,Monaco,0,2026-02-08,3.0
0,2.0,Le Havre,1,2,3.0,H,H,Strasbourg,1,2026-02-08,3.0
0,2.0,Auxerre,0,0,3.0,D,D,Paris FC,0,2026-02-08,3.0
0,2.0,Angers,0,1,3.0,D,H,Toulouse,0,2026-02-08,3.0
0,2.0,PSG,2,5,3.0,H,H,Marsiglia,0,2026-02-08,3.0
0,2.0,Rennes,1,3,3.0,H,H,PSG,1,2026-02-13,3.0
0,2.0,Monaco,1,3,3.0,H,H,Nantes,1,2026-02-13,3.0
1,2.0,Marsiglia,1,2,3.0,D,D,Strasbourg,2,2026-02-14,3.0
0,2.0,Lille,0,1,3.0,D,D,Brest,1,2026-02-14,3.0
2,2.0,Paris FC,0,0,3.0,A,A,Lens,5,2026-02-14,3.0
0,2.0,Le Havre,1,2,3.0,H,H,Toulouse,1,2026-02-15,3.0
0,2.0,Lorient,1,2,3.0,H,H,Angers,0,2026-02-15,3.0
1,2.0,Metz,0,1,3.0,A,A,Auxerre,3,2026-02-15,3.0
0,2.0,Lione,1,2,3.0,H,H,Nizza,0,2026-02-15,3.0
0,2.0,Brest,1,2,3.0,H,H,Marsiglia,0,2026-02-20,3.0
1,2.0,Lens,1,2,3.0,D,A,Monaco,3,2026-02-21,3.0
0,2.0,Toulouse,0,1,3.0,D,D,Paris FC,1,2026-02-21,3.0
0,2.0,PSG,1,3,3.0,H,H,Metz,0,2026-02-21,3.0
1,2.0,Auxerre,0,0,3.0,A,A,Rennes,3,2026-02-22,3.0
0,2.0,Nantes,1,2,3.0,H,H,Le Havre,0,2026-02-22,3.0
1,2.0,Nizza,1,3,3.0,D,D,Lorient,3,2026-02-22,3.0
0,2.0,Angers,0,0,3.0,D,A,Lille,1,2026-02-22,3.0
0,2.0,Strasbourg,1,3,3.0,H,H,Lione,1,2026-02-22,3.0
0,2.0,Strasbourg,0,1,3.0,D,D,Lens,1,2026-02-27,3.0
0,2.0,Rennes,0,1,3.0,D,H,Toulouse,0,2026-02-28,3.0
0,2.0,Monaco,1,2,3.0,H,H,Angers,0,2026-02-28,3.0
0,2.0,Le Havre,0,0,3.0,D,A,PSG,1,2026-02-28,3.0
0,2.0,Paris FC,0,1,3.0,D,H,Nizza,0,2026-03-01,3.0
1,2.0,Lorient,1,2,3.0,D,D,Auxerre,2,2026-03-01,3.0
0,2.0,Metz,0,0,3.0,D,A,Brest,1,2026-03-01,3.0
0,2.0,Lille,0,1,3.0,D,H,Nantes,0,2026-03-01,3.0
1,2.0,Marsiglia,1,3,3.0,D,H,Lione,2,2026-03-01,3.0
1,2.0,PSG,0,1,3.0,A,A,Monaco,3,2026-03-06,3.0
0,2.0,Nantes,0,0,3.0,D,A,Angers,1,2026-03-07,3.0
0,2.0,Auxerre,0,0,3.0,D,D,Strasbourg,0,2026-03-07,3.0
0,2.0,Toulouse,0,0,3.0,D,A,Marsiglia,1,2026-03-07,3.0
0,2.0,Lens,1,3,3.0,H,H,Metz,0,2026-03-08,3.0
2,2.0,Nizza,0,0,3.0,A,A,Rennes,4,2026-03-08,3.0
0,2.0,Lille,0,1,3.0,D,D,Lorient,1,2026-03-08,3.0
0,2.0,Brest,1,2,3.0,H,H,Le Havre,0,2026-03-08,3.0
0,2.0,Lione,0,1,3.0,D,D,Paris FC,1,2026-03-08,3.0
0,2.0,Marsiglia,0,1,3.0,D,H,Auxerre,0,2026-03-13,3.0
0,2.0,Lorient,1,2,3.0,H,H,Lens,1,2026-03-14,3.0
1,2.0,Angers,0,0,3.0,A,A,Nizza,2,2026-03-14,3.0
0,2.0,Monaco,1,2,3.0,H,H,Brest,0,2026-03-14,3.0
0,2.0,Strasbourg,0,0,3.0,D,D,Paris FC,0,2026-03-15,3.0
0,2.0,Le Havre,0,0,3.0,D,D,Lione,0,2026-03-15,3.0
2,2.0,Metz,1,3,3.0,A,A,Toulouse,4,2026-03-15,3.0
1,2.0,Rennes,0,1,3.0,A,A,Lille,2,2026-03-15,3.0
0,2.0,Lens,2,5,3.0,H,H,Angers,1,2026-03-20,3.0
0,2.0,Toulouse,0,1,3.0,D,H,Lorient,0,2026-03-21,3.0
0,2.0,PSG,1,3,3.0,H,H,Toulouse,1,2026-04-03,3.0
0,2.0,Lorient,0,1,3.0,D,D,Paris FC,1,2026-04-05,3.0
2,2.0,FK Kairat,0,1,3.0,A,A,Club Brugge,4,2026-01-20,3.0
0,2.0,FK Bodø/Glimt,1,3,3.0,H,H,Man City,1,2026-01-20,3.0
0,2.0,Tottenham,1,2,3.0,H,H,Dortmund,0,2026-01-20,3.0
0,2.0,Sporting CP,1,2,3.0,H,H,PSG,1,2026-01-20,3.0
0,2.0,PAE Olympiakos SFP,1,2,3.0,H,H,Leverkusen,0,2026-01-20,3.0
1,2.0,Villarreal,0,1,3.0,A,A,AFC Ajax,2,2026-01-20,3.0
0,2.0,FC København,0,1,3.0,D,D,Napoli,1,2026-01-20,3.0
0,2.0,Real Madrid,3,6,3.0,H,H,Monaco,1,2026-01-20,3.0
1,2.0,Inter,0,1,3.0,A,A,Arsenal,3,2026-01-20,3.0
1,2.0,Qarabağ Ağdam FK,1,3,3.0,D,H,Eintracht Francoforte,2,2026-01-21,3.0
0,2.0,Galatasaray SK,0,1,3.0,D,D,Atletico Madrid,1,2026-01-21,3.0
1,2.0,Marsiglia,0,0,3.0,A,A,Liverpool,3,2026-01-21,3.0
2,2.0,SK Slavia Praha,1,2,3.0,A,A,Barcelona,4,2026-01-21,3.0
1,2.0,Atalanta,1,2,3.0,D,A,Athletic Bilbao,3,2026-01-21,3.0
0,2.0,Juventus,1,2,3.0,H,H,Benfica,0,2026-01-21,3.0
0,2.0,Newcastle,1,3,3.0,H,H,PSV,0,2026-01-21,3.0
0,2.0,Bayern Monaco,1,2,3.0,H,H,Royale Union Saint-Gilloise,0,2026-01-21,3.0
0,2.0,Chelsea,0,1,3.0,D,H,Paphos,0,2026-01-21,3.0
0,2.0,Liverpool,3,6,3.0,H,H,Qarabağ Ağdam FK,0,2026-01-28,3.0
0,2.0,Barcelona,2,4,3.0,H,H,FC København,1,2026-01-28,3.0
0,2.0,Man City,1,2,3.0,H,H,Galatasaray SK,0,2026-01-28,3.0
0,2.0,Leverkusen,1,3,3.0,H,H,Villarreal,0,2026-01-28,3.0
1,2.0,Arsenal,1,3,3.0,D,H,FK Kairat,2,2026-01-28,3.0
0,2.0,Royale Union Saint-Gilloise,0,1,3.0,D,H,Atalanta,0,2026-01-28,3.0
0,2.0,Club Brugge,1,3,3.0,H,H,Marsiglia,0,2026-01-28,3.0
1,2.0,Eintracht Francoforte,0,0,3.0,A,A,Tottenham,2,2026-01-28,3.0
0,2.0,Monaco,0,0,3.0,D,D,Juventus,0,2026-01-28,3.0
1,2.0,Atletico Madrid,0,1,3.0,A,A,FK Bodø/Glimt,2,2026-01-28,3.0
1,2.0,Athletic Bilbao,1,2,3.0,D,A,Sporting CP,3,2026-01-28,3.0
1,2.0,AFC Ajax,0,1,3.0,A,A,PAE Olympiakos SFP,2,2026-01-28,3.0
0,2.0,PSG,0,1,3.0,D,D,Newcastle,1,2026-01-28,3.0
0,2.0,Paphos,2,4,3.0,H,H,SK Slavia Praha,1,2026-01-28,3.0
1,2.0,PSV,0,1,3.0,A,A,Bayern Monaco,2,2026-01-28,3.0
1,2.0,Napoli,1,2,3.0,D,A,Chelsea,3,2026-01-28,3.0
1,2.0,Benfica,2,4,3.0,H,H,Real Madrid,2,2026-01-28,3.0
1,2.0,Dortmund,0,0,3.0,A,A,Inter,2,2026-01-28,3.0
1,2.0,Galatasaray SK,2,5,3.0,H,H,Juventus,2,2026-02-17,3.0
0,2.0,Benfica,0,0,3.0,D,A,Real Madrid,1,2026-02-17,3.0
1,2.0,Monaco,1,2,3.0,D,A,PSG,3,2026-02-17,3.0
0,2.0,Dortmund,1,2,3.0,H,H,Atalanta,0,2026-02-17,3.0
3,2.0,Qarabağ Ağdam FK,0,1,3.0,A,A,Newcastle,6,2026-02-18,3.0
1,2.0,Club Brugge,1,3,3.0,D,D,Atletico Madrid,3,2026-02-18,3.0
1,2.0,PAE Olympiakos SFP,0,0,3.0,A,A,Leverkusen,2,2026-02-18,3.0
0,2.0,FK Bodø/Glimt,1,3,3.0,H,H,Inter,1,2026-02-18,3.0
0,2.0,Atletico Madrid,2,4,3.0,H,H,Club Brugge,1,2026-02-24,3.0
1,2.0,Newcastle,1,3,3.0,D,H,Qarabağ Ağdam FK,2,2026-02-24,3.0
0,2.0,Leverkusen,0,0,3.0,D,D,PAE Olympiakos SFP,0,2026-02-24,3.0
1,2.0,Inter,0,1,3.0,A,A,FK Bodø/Glimt,2,2026-02-24,3.0
0,2.0,Atalanta,2,4,3.0,H,H,Dortmund,1,2026-02-25,3.0
0,2.0,Real Madrid,1,2,3.0,H,H,Benfica,1,2026-02-25,3.0
1,2.0,PSG,1,2,3.0,D,D,Monaco,2,2026-02-25,3.0
1,2.0,Juventus,1,3,3.0,D,H,Galatasaray SK,2,2026-02-25,3.0
0,2.0,Galatasaray SK,0,1,3.0,D,H,Liverpool,0,2026-03-10,3.0
3,2.0,Atalanta,0,1,3.0,A,A,Bayern Monaco,6,2026-03-10,3.0
0,2.0,Newcastle,0,1,3.0,D,D,Barcelona,1,2026-03-10,3.0
1,2.0,Atletico Madrid,2,5,3.0,H,H,Tottenham,2,2026-03-10,3.0
0,2.0,Leverkusen,0,1,3.0,D,D,Arsenal,1,2026-03-11,3.0
1,2.0,PSG,2,5,3.0,H,H,Chelsea,2,2026-03-11,3.0
0,2.0,Real Madrid,1,3,3.0,H,H,Man City,0,2026-03-11,3.0
0,2.0,FK Bodø/Glimt,1,3,3.0,H,H,Sporting CP,0,2026-03-11,3.0
0,2.0,Sporting CP,2,5,3.0,H,H,FK Bodø/Glimt,0,2026-03-17,3.0
1,2.0,Chelsea,0,0,3.0,A,A,PSG,3,2026-03-17,3.0
1,2.0,Man City,0,1,3.0,A,A,Real Madrid,2,2026-03-17,3.0
0,2.0,Arsenal,1,2,3.0,H,H,Leverkusen,0,2026-03-17,3.0
1,2.0,Barcelona,3,7,3.0,H,H,Newcastle,2,2026-03-18,3.0
0,2.0,Liverpool,2,4,3.0,H,H,Galatasaray SK,0,2026-03-18,3.0
0,2.0,Bayern Monaco,2,4,3.0,H,H,Atalanta,1,2026-03-18,3.0
1,2.0,Tottenham,1,3,3.0,D,H,Atletico Madrid,2,2026-03-18,3.0
1,2.0,Real Madrid,0,1,3.0,A,A,Bayern Monaco,2,2026-04-07,3.0
0,2.0,Sporting CP,0,0,3.0,D,A,Arsenal,1,2026-04-07,3.0
